0 5.8 3.2
10 6.62721 3.80331
15 7.24334 4.08452
20 7.34208 4.13107
25 7.47035 4.19074
30 7.60787 4.26169
35 7.76669 4.34446
40 7.97648 4.45557
45 8.06154 4.50109
50 8.08352 4.51434
55 8.08858 4.51918
60 8.09126 4.52291
70 8.09571 4.52922
80 8.09532 4.53184
90 8.09403 4.53324
100 8.09277 4.53463
110 8.09151 4.53602
120 8.08628 4.53226
130 8.07716 4.52349
140 8.06805 4.51472
150 8.05906 4.50614
160 8.05688 4.50717
170 8.05477 4.50828
180 8.05265 4.50939
190 8.08595 4.50817
200 8.15204 4.50474
210 8.21813 4.50132
220 8.28472 4.49804
230 8.36768 4.50082
240 8.45085 4.50366
250 8.53401 4.50651
260 8.61717 4.50936
270 8.66685 4.52211
280 8.68618 4.54361
290 8.70551 4.56512
300 8.72485 4.58662
310 8.74393 4.60782
320 8.76102 4.62614
330 8.7781 4.64444
340 8.79518 4.66274
350 8.81226 4.68104
360 8.82853 4.70098
370 8.84375 4.722
380 8.85896 4.74301
390 8.8742 4.76405
400 8.89123 4.78681
410 8.98267 4.88019
420 9.16967 5.04
430 9.23659 5.06508
440 9.29129 5.07713
450 9.34597 5.08918
460 9.4014 5.10333
470 9.45786 5.12052
480 9.51449 5.13809
490 9.57112 5.15567
500 9.62756 5.17361
510 9.68328 5.19407
520 9.73866 5.21545
530 9.794 5.23686
540 9.84938 5.25831
550 9.90528 5.28027
560 9.96117 5.30217
570 10.0169 5.32395
580 10.0724 5.34577
590 10.1211 5.36891
600 10.1475 5.39649
610 10.1656 5.42583
620 10.1829 5.45491
630 10.2024 5.48158
640 10.2347 5.5162
650 10.3967 5.65312
660 10.6612 5.87186
670 10.7479 5.94949
680 10.792 5.99326
690 10.8182 6.02278
700 10.8428 6.05101
710 10.8673 6.07918
720 10.8921 6.10688
730 10.9227 6.12537
740 10.9538 6.14308
750 10.985 6.1608
760 11.0161 6.17851
770 11.0467 6.19582
780 11.0656 6.20451
790 11.0833 6.21229
800 11.1011 6.22007
810 11.1188 6.22785
820 11.1365 6.23563
830 11.1543 6.24341
840 11.172 6.25119
850 11.1897 6.25897
860 11.2075 6.26675
870 11.2251 6.27441
880 11.2422 6.28113
890 11.2593 6.2878
900 11.2763 6.29447
910 11.2934 6.30114
920 11.3105 6.30781
930 11.3275 6.31448
940 11.3446 6.32115
950 11.3617 6.32782
960 11.3787 6.33449
970 11.3958 6.34118
980 11.4125 6.34795
990 11.4291 6.35469
1000 11.4457 6.36143
1010 11.4623 6.36817
1020 11.4789 6.3749
1030 11.4955 6.38164
1040 11.5121 6.38838
1050 11.5287 6.39512
1060 11.5454 6.40186
1070 11.5618 6.40851
1080 11.5774 6.41481
1090 11.593 6.42113
1100 11.6085 6.42745
1110 11.6241 6.43377
1120 11.6396 6.44009
1130 11.6552 6.44641
1140 11.6707 6.45273
1150 11.6863 6.45905
1160 11.7018 6.46537
1170 11.7173 6.47167
1180 11.7323 6.47763
1190 11.7472 6.48352
1200 11.7621 6.4894
1210 11.777 6.49529
1220 11.7919 6.50117
1230 11.8068 6.50706
1240 11.8218 6.51294
1250 11.8367 6.51883
1260 11.8516 6.52472
1270 11.8665 6.53066
1280 11.8811 6.53663
1290 11.8957 6.54257
1300 11.9102 6.54852
1310 11.9248 6.55446
1320 11.9393 6.5604
1330 11.9539 6.56635
1340 11.9684 6.57229
1350 11.983 6.57824
1360 11.9976 6.58418
1370 12.012 6.59009
1380 12.0257 6.59572
1390 12.0394 6.60133
1400 12.053 6.60694
1410 12.0666 6.61255
1420 12.0802 6.61815
1430 12.0939 6.62376
1440 12.1075 6.62937
1450 12.1211 6.63498
1460 12.1348 6.64059
1470 12.1483 6.6461
1480 12.1615 6.65136
1490 12.1747 6.65661
1500 12.1879 6.66186
1510 12.2011 6.66711
1520 12.2143 6.67237
1530 12.2275 6.67762
1540 12.2406 6.68287
1550 12.2538 6.68812
1560 12.267 6.69337
1570 12.2801 6.69854
1580 12.2927 6.7035
1590 12.3052 6.7084
1600 12.3177 6.71331
1610 12.3302 6.71821
1620 12.3427 6.72312
1630 12.3552 6.72802
1640 12.3677 6.73292
1650 12.3802 6.73783
1660 12.3927 6.74273
1670 12.4053 6.74785
1680 12.4175 6.75344
1690 12.4296 6.75907
1700 12.4417 6.76469
1710 12.4538 6.77031
1720 12.4659 6.77593
1730 12.478 6.78155
1740 12.4901 6.78717
1750 12.5023 6.7928
1760 12.5144 6.79842
1770 12.5264 6.80382
1780 12.5383 6.80829
1790 12.5502 6.81268
1800 12.5621 6.81708
1810 12.5741 6.82147
1820 12.586 6.82586
1830 12.5979 6.83025
1840 12.6098 6.83464
1850 12.6218 6.83904
1860 12.6337 6.84343
1870 12.6456 6.84771
1880 12.6576 6.85195
1890 12.6698 6.85635
1900 12.6819 6.86075
1910 12.6941 6.86515
1920 12.7063 6.86955
1930 12.7184 6.87394
1940 12.7306 6.87834
1950 12.7428 6.88274
1960 12.7549 6.88714
1970 12.7669 6.89153
1980 12.7782 6.89585
1990 12.7893 6.89997
2000 12.8004 6.9041
2010 12.8114 6.90822
2020 12.8225 6.91234
2030 12.8336 6.91647
2040 12.8446 6.92059
2050 12.8557 6.92471
2060 12.8667 6.92884
2070 12.8779 6.93304
2080 12.8894 6.9375
2090 12.9009 6.94204
2100 12.9124 6.94658
2110 12.9239 6.95112
2120 12.9354 6.95566
2130 12.9469 6.9602
2140 12.9584 6.96475
2150 12.9699 6.96929
2160 12.9815 6.97383
2170 12.9928 6.97825
2180 13.0037 6.98218
2190 13.0145 6.98592
2200 13.0252 6.98967
2210 13.036 6.99341
2220 13.0467 6.99715
2230 13.0574 7.0009
2240 13.0682 7.00464
2250 13.0789 7.00838
2260 13.0897 7.01213
2270 13.1005 7.01589
2280 13.1116 7.01935
2290 13.1227 7.02278
2300 13.1338 7.02622
2310 13.1449 7.02966
2320 13.1561 7.03309
2330 13.1672 7.03653
2340 13.1783 7.03996
2350 13.1894 7.0434
2360 13.2006 7.04684
2370 13.2117 7.05037
2380 13.2232 7.05438
2390 13.2347 7.05851
2400 13.2463 7.06264
2410 13.2578 7.06677
2420 13.2694 7.0709
2430 13.2809 7.07503
2440 13.2925 7.07916
2450 13.304 7.0833
2460 13.3155 7.08743
2470 13.3273 7.09199
2480 13.3388 7.09676
2490 13.3502 7.10148
2500 13.3617 7.1062
2510 13.3731 7.11091
2520 13.3845 7.11563
2530 13.3959 7.12035
2540 13.4073 7.12507
2550 13.4187 7.12979
2560 13.4301 7.1345
2570 13.441 7.14039
2580 13.4518 7.1508
2590 13.4626 7.16233
2600 13.4735 7.17386
2610 13.4843 7.18539
2620 13.4951 7.19692
2630 13.506 7.20845
2640 13.5168 7.21998
2650 13.5276 7.23151
2660 13.5384 7.24304
2670 13.5496 7.25187
2680 13.5615 7.2537
2690 13.5735 7.25393
2700 13.5855 7.25415
2710 13.5975 7.25437
2720 13.6096 7.2546
2730 13.6216 7.25482
2740 13.6312 7.25453
2750 13.6349 7.253
2760 13.6373 7.25118
2770 13.6396 7.24946
2780 13.642 7.24799
2790 13.6445 7.24658
2800 13.6469 7.24517
2810 13.6493 7.24375
2820 13.6517 7.24234
2830 13.6541 7.24093
2840 13.6565 7.23952
2850 13.6589 7.23811
2860 13.6613 7.2367
2870 13.6637 7.23544
2880 13.6662 7.23455
2891 13.6687 7.23566
