-20.0318 139.8519 251.0451817853385 reflection_top -0.010109828299164292
-51.9137 -139.6486 253.6274343713564 reflection_top 0.09109528869953465
11.7488 165.6004 243.05174071494957 reflection_top -0.029638527825341043
-5.8129 -131.6604 253.70718583386446 reflection_top 0.007785227292970376
-13.4605 151.0891 234.61783675761782 reflection_top -0.5973108800117188
19.2102 -169.3346 249.41430597609872 reflection_top 0.03938662463883702
-5.1671 174.951 152.64389931535985 reflection_top -1.3190706747116678
8.3599 -150.4615 249.23296028829662 reflection_top 0.36348506594833907
-26.4229 -146.1918 236.76113048489935 reflection_top -0.15908371171371982
-30.9453 167.6187 183.25024018663402 reflection_top -1.3866539614635371
-20.4116 159.2055 201.59555113887788 reflection_top -0.903196005230825
8.3607 -150.4618 249.23338003266124 reflection_top 0.3634547690295449
